"Bairro","Taxa de alfabetização"
"Batista Campos - Belém (PA)","99.2"
"Canudos - Belém (PA)","98.1"
"Cidade Velha - Belém (PA)","98.6"
"Condor - Belém (PA)","96.4"
"Cremação - Belém (PA)","98.2"
"Guamá - Belém (PA)","95.9"
"Jurunas - Belém (PA)","96.0"
"Marambaia - Belém (PA)","97.4"
"Marco - Belém (PA)","98.4"
"Fátima - Belém (PA)","98.2"
"Nazaré - Belém (PA)","99.6"
"Pedreira - Belém (PA)","98.0"
"Reduto - Belém (PA)","99.4"
"Sacramenta - Belém (PA)","97.0"
"São Bras - Belém (PA)","99.1"
"Souza - Belém (PA)","98.8"
"Telégrafo - Belém (PA)","97.1"
"Montese (Terra Firme) - Belém (PA)","95.2"
"Campina - Belém (PA)","99.2"
"Umarizal - Belém (PA)","99.0"
"Barreiro - Belém (PA)","94.2"
"Maracangalha - Belém (PA)","97.0"
"Miramar - Belém (PA)","97.6"
"Curió-Utinga - Belém (PA)","96.8"
"Val-de-Cães - Belém (PA)","98.6"
"Mangueirão - Belém (PA)","97.6"
"Universitário - Belém (PA)","94.7"
"Castanheira - Belém (PA)","97.8"
"Guanabara - Belém (PA)","95.1"
"Águas Lindas - Belém (PA)","94.4"
"Aurá - Belém (PA)","92.8"
"Bengui - Belém (PA)","95.2"
"Cabanagem - Belém (PA)","95.6"
"Coqueiro - Belém (PA)","98.2"
"Parque Verde - Belém (PA)","97.4"
"Pratinha - Belém (PA)","95.0"
"São Clemente - Belém (PA)","95.7"
"Tapanã - Belém (PA)","96.1"
"Una - Belém (PA)","94.4"
"Águas Negras - Belém (PA)","95.0"
"Agulha - Belém (PA)","95.2"
"Campina de Icoaraci - Belém (PA)","96.3"
"Cruzeiro - Belém (PA)","97.0"
"Maracacuera - Belém (PA)","93.7"
"Paracuri - Belém (PA)","93.8"
"Parque Guajará - Belém (PA)","94.4"
"Ponta Grossa - Belém (PA)","97.6"
"Tenoné - Belém (PA)","96.6"
"São João do Outeiro - Belém (PA)","95.0"
"Itaiteua - Belém (PA)","94.0"
"Brasília - Belém (PA)","95.8"
"Água Boa - Belém (PA)","94.3"
"Aeroporto - Belém (PA)","94.1"
"Arirambá - Belém (PA)","93.9"
"Carananduba - Belém (PA)","94.4"
"Caruara - Belém (PA)","92.6"
"Farol - Belém (PA)","96.0"
"Mangueiras - Belém (PA)","92.9"
"Maracajá - Belém (PA)","94.7"
"Natal do Murubira - Belém (PA)","93.5"
"Porto Arthur - Belém (PA)","98.3"
"São Francisco - Belém (PA)","90.9"
"Sucurijuquara - Belém (PA)","95.2"
"Vila - Belém (PA)","96.6"
"Praia Grande - Belém (PA)","95.6"
"Chapéu Virado - Belém (PA)","96.8"
"Murubira - Belém (PA)","91.4"
"Bonfim - Belém (PA)","86.5"
"Marahú - Belém (PA)","99.2"
"Paraíso - Belém (PA)","95.2"
"Baía do Sol - Belém (PA)","92.1"
"Centro - Bragança (PA)","98.0"
"Riozinho - Bragança (PA)","92.2"
"Alegre - Bragança (PA)","89.2"
"Cereja - Bragança (PA)","95.2"
"Padre Luis - Bragança (PA)","93.3"
"Aldeia - Bragança (PA)","90.7"
"Morro - Bragança (PA)","91.7"
"Samaumapara - Bragança (PA)","84.9"
"Vila Nova - Bragança (PA)","86.2"
"Taíra - Bragança (PA)","89.2"
"Vila Sinhá - Bragança (PA)","84.0"
"Perpétuo Socorro - Bragança (PA)","91.8"
"Novo Horizonte - Breu Branco (PA)","84.9"
"Japonês - Breu Branco (PA)","83.5"
"Centro - Breu Branco (PA)","93.1"
"Bela Vista - Breu Branco (PA)","88.2"
"Novo Paraíso - Breu Branco (PA)","85.6"
"Continental - Breu Branco (PA)","91.1"
"Felicidade - Breu Branco (PA)","72.6"
"Liberdade - Breu Branco (PA)","83.0"
"Conquista - Breu Branco (PA)","82.7"
"Emerêncio - Conceição do Araguaia (PA)","90.9"
"Jardim Petrópolis - Conceição do Araguaia (PA)","85.4"
"Olaria Norte - Conceição do Araguaia (PA)","86.8"
"Giovamira - Conceição do Araguaia (PA)","71.8"
"Morada do Sol - Conceição do Araguaia (PA)","79.0"
"Vila Real - Conceição do Araguaia (PA)","78.9"
"Canudinho - Conceição do Araguaia (PA)","92.7"
"Universitário - Conceição do Araguaia (PA)","92.7"
"Vila Amizade - Conceição do Araguaia (PA)","88.5"
"Novo Araguaia - Conceição do Araguaia (PA)","86.2"
"Tancredo Neves - Conceição do Araguaia (PA)","79.2"
"Centro - Conceição do Araguaia (PA)","95.3"
"São Luiz I - Conceição do Araguaia (PA)","90.1"
"São Luiz II - Conceição do Araguaia (PA)","92.0"
"Capelinha - Conceição do Araguaia (PA)","91.0"
"Dos Pescadores - Conceição do Araguaia (PA)","87.2"
"Vila Nova - Conceição do Araguaia (PA)","88.6"
"Cruzeiro - Conceição do Araguaia (PA)","89.7"
"Centro - Curuá (PA)","89.8"
"Curuá Velho - Curuá (PA)","87.7"
"Nossa Senhora do Carmo - Curuá (PA)","86.8"
"Nova Floresta - Curuá (PA)","89.9"
"Planalto - Curuá (PA)","87.0"
"Cidade Nova - Curuá (PA)","82.4"
"Santa Terezinha - Curuá (PA)","95.6"
"Santa Maria Goretti - Curuá (PA)","83.4"
"Ribeirinho - Curuá (PA)","83.2"
"Porto de Cima - Faro (PA)","90.3"
"Centro da Cidade - Faro (PA)","95.0"
"Campina - Faro (PA)","92.4"
"Nossa Senhora de Aparecida - Faro (PA)","89.5"
"Morumbi - Faro (PA)","88.5"
"Cidade Baixa - Monte Alegre (PA)","97.0"
"Papagaio - Monte Alegre (PA)","90.3"
"Serra Oriental - Monte Alegre (PA)","90.6"
"Curaxi - Monte Alegre (PA)","89.1"
"Serra Ocidental - Monte Alegre (PA)","90.9"
"Turu - Monte Alegre (PA)","87.1"
"Pajuçara - Monte Alegre (PA)","87.6"
"Planalto - Monte Alegre (PA)","83.8"
"Parque Vale do Sol - Novo Repartimento (PA)","85.4"
"Parque Morumbi - Novo Repartimento (PA)","89.0"
"Parque Vila Nova - Novo Repartimento (PA)","84.0"
"Parque da Ladeira - Novo Repartimento (PA)","88.5"
"Parque Uirapuru - Novo Repartimento (PA)","90.5"
"Parque Vila Tucuruí - Novo Repartimento (PA)","84.8"
"Parque Espigão - Novo Repartimento (PA)","89.1"
"Centro - Óbidos (PA)","96.5"
"Lourdes - Óbidos (PA)","95.5"
"Fátima - Óbidos (PA)","95.8"
"Santa Terezinha - Óbidos (PA)","93.0"
"Cidade Nova - Óbidos (PA)","93.4"
"São Francisco - Óbidos (PA)","85.5"
"Bela Vista - Óbidos (PA)","91.3"
"Perpétuo Socorro - Óbidos (PA)","86.7"
"Centro - Salvaterra (PA)","96.2"
"Coqueirinho - Salvaterra (PA)","90.1"
"Marabá - Salvaterra (PA)","91.7"
"Paes de Carvalho - Salvaterra (PA)","90.8"
"Cajú - Salvaterra (PA)","93.8"
"Aldeia - Santarém (PA)","97.9"
"Fátima - Santarém (PA)","98.2"
"Aparecida - Santarém (PA)","96.9"
"Santa Clara - Santarém (PA)","97.7"
"Santíssimo - Santarém (PA)","97.0"
"Prainha - Santarém (PA)","97.6"
"Aeroporto Velho - Santarém (PA)","95.8"
"Esperança - Santarém (PA)","93.3"
"Liberdade - Santarém (PA)","97.0"
"Caranazal - Santarém (PA)","96.7"
"Centro - Santarém (PA)","99.5"
"Salé - Santarém (PA)","94.8"
"Santana - Santarém (PA)","96.2"
"Diamantino - Santarém (PA)","96.5"
"Jardim Santarém - Santarém (PA)","97.3"
"Alvorada - Santarém (PA)","94.7"
"Amparo - Santarém (PA)","93.8"
"Área Verde - Santarém (PA)","92.5"
"Cambuquira - Santarém (PA)","94.8"
"Floresta - Santarém (PA)","94.7"
"Interventoria - Santarém (PA)","96.7"
"Ipanema - Santarém (PA)","89.6"
"Jaderlândia - Santarém (PA)","90.0"
"Jutaí - Santarém (PA)","90.9"
"Laguinho - Santarém (PA)","97.2"
"Livramento - Santarém (PA)","95.8"
"Maicá - Santarém (PA)","92.3"
"Mapiri - Santarém (PA)","96.1"
"Maracanã - Santarém (PA)","96.3"
"Maracanã I - Santarém (PA)","96.9"
"Mararú - Santarém (PA)","95.7"
"Matinha - Santarém (PA)","92.1"
"Nova República - Santarém (PA)","93.7"
"Nova Vitória - Santarém (PA)","96.6"
"Novo Horizonte - Santarém (PA)","95.1"
"Pérola do Maicá - Santarém (PA)","92.4"
"Santarenzinho - Santarém (PA)","92.7"
"Santo André - Santarém (PA)","92.8"
"São Cristóvão - Santarém (PA)","92.6"
"São Francisco - Santarém (PA)","95.1"
"São José Operário - Santarém (PA)","95.4"
"Uruará - Santarém (PA)","93.4"
"Urumanduba - Santarém (PA)","90.7"
"Urumari - Santarém (PA)","92.0"
"Vigia - Santarém (PA)","93.7"
"Vitória Régia - Santarém (PA)","88.3"
"Conquista - Santarém (PA)","96.6"
"Elcione Barbalho - Santarém (PA)","94.8"
"Central - Soure (PA)","97.8"
"São Pedro - Soure (PA)","91.5"
"Matinha - Soure (PA)","91.1"
"Umirizal - Soure (PA)","92.9"
"Pacoval - Soure (PA)","87.7"
"Macacheira - Soure (PA)","93.1"
"Novo - Soure (PA)","90.2"
"Tucumanaúba - Soure (PA)","88.6"
"Juvenil - Terra Santa (PA)","94.8"
"Centro - Terra Santa (PA)","94.2"
"Aparecida - Terra Santa (PA)","91.2"
"São Francisco - Terra Santa (PA)","93.8"
"Santa Clara - Terra Santa (PA)","93.6"
"Central - Macapá (AP)","98.1"
"Trem - Macapá (AP)","97.7"
"Beirol - Macapá (AP)","95.9"
"Laguinho - Macapá (AP)","97.6"
"Jesus de Nazaré - Macapá (AP)","95.6"
"Santa Rita - Macapá (AP)","96.4"
"Pacoval - Macapá (AP)","95.6"
"Perpétuo Socorro - Macapá (AP)","93.5"
"Santa Inês - Macapá (AP)","92.5"
"Congos - Macapá (AP)","93.3"
"Nova Esperança - Macapá (AP)","94.4"
"Buritizal - Macapá (AP)","95.2"
"Alvorada - Macapá (AP)","98.2"
"São Lázaro - Macapá (AP)","95.0"
"Pedrinhas - Macapá (AP)","90.8"
"Jardim Felicidade - Macapá (AP)","96.4"
"Araxá - Macapá (AP)","88.6"
"Brasil Novo - Macapá (AP)","92.7"
"Boné Azul - Macapá (AP)","99.0"
"Cabralzinho - Macapá (AP)","99.8"
"Jardim Equatorial - Macapá (AP)","96.9"
"Marco Zero - Macapá (AP)","93.5"
"Novo Horizonte - Macapá (AP)","94.7"
"Infraero - Macapá (AP)","95.9"
"Universidade - Macapá (AP)","93.2"
"Cidade Nova - Macapá (AP)","90.8"
"Novo Buritizal - Macapá (AP)","95.2"
"Zerão - Macapá (AP)","94.4"
"Central - Santana (AP)","93.6"
"Nova Brasília - Santana (AP)","94.0"
"Provedor - Santana (AP)","89.5"
"Dos Remédios - Santana (AP)","90.3"
"Vila Amazonas - Santana (AP)","98.8"
"Daniel - Santana (AP)","92.6"
"Novo Horizonte - Santana (AP)","92.2"
"Hospitalidade - Santana (AP)","88.9"
"Comercial - Santana (AP)","88.3"
"Paraíso - Santana (AP)","93.3"
"Fonte Nova - Santana (AP)","93.0"
"Igarapé da Fortaleza - Santana (AP)","90.2"
"Elesbão - Santana (AP)","86.4"
"Centro - Matões (MA)","85.9"
"Bela Vista - Matões (MA)","67.8"
"Alto da Seriema - Matões (MA)","76.2"
"Lagoa - Matões (MA)","71.2"
"Oiteiro da Cruz - Matões (MA)","71.9"
"Taioba - Matões (MA)","68.9"
"Matadouro - Matões (MA)","70.6"
"Rubelândia - Matões (MA)","66.7"
"Antônio Alves - Matões (MA)","65.9"
"Mangueira - Matões (MA)","68.7"
"Alto Alegre - Matões (MA)","74.5"
"Centro - Timon (MA)","94.3"
"Mangueira - Timon (MA)","91.6"
"Santo Antônio - Timon (MA)","90.4"
"Formosa - Timon (MA)","87.8"
"Planalto Formosa - Timon (MA)","85.9"
"Parque Aliança - Timon (MA)","80.8"
"Mateuzinho - Timon (MA)","90.4"
"Cajueiro - Timon (MA)","82.9"
"Parque Alvorada - Timon (MA)","87.0"
"Sete Estrelas - Timon (MA)","85.7"
"Glória - Timon (MA)","79.0"
"Planalto Boa Esperança - Timon (MA)","79.6"
"Jóia - Timon (MA)","75.9"
"Vila Bandeirante - Timon (MA)","82.8"
"Cidade Nova - Timon (MA)","80.1"
"Multirão - Timon (MA)","88.1"
"Flores - Timon (MA)","83.8"
"Bela Vista - Timon (MA)","80.8"
"Marimar - Timon (MA)","85.3"
"Boa Esperança - Timon (MA)","84.8"
"Mangal - Timon (MA)","70.6"
"Parque São Francisco - Timon (MA)","83.0"
"Boa Vista - Timon (MA)","86.1"
"Parque União - Timon (MA)","91.7"
"São Francisco II - Timon (MA)","86.4"
"Parque Piauí - Timon (MA)","89.4"
"São Benedito - Timon (MA)","88.9"
"Vila Angélica - Timon (MA)","83.9"
"Pedro Patrício - Timon (MA)","85.9"
"São Marcos - Timon (MA)","88.7"
"Centro - Altos (PI)","87.5"
"São Luiz - Altos (PI)","80.9"
"Matadouro - Altos (PI)","87.0"
"Bacurizeiro - Altos (PI)","77.2"
"Carrasco - Altos (PI)","73.7"
"Tranqueira - Altos (PI)","77.2"
"Boca de Barro - Altos (PI)","80.1"
"Maravilha - Altos (PI)","81.9"
"Batalhão - Altos (PI)","88.5"
"Leite - Altos (PI)","68.5"
"Ciana - Altos (PI)","73.9"
"Boa Fé - Altos (PI)","87.1"
"São Sebastião - Altos (PI)","65.4"
"Santa Inês - Altos (PI)","62.8"
"Santo Antônio - Altos (PI)","77.3"
"Baixão do São José - Altos (PI)","68.7"
"Baixão dos Paivas - Altos (PI)","84.5"
"Centro - Barras (PI)","92.6"
"Riachinho - Barras (PI)","78.1"
"Boa Vista - Barras (PI)","77.2"
"Piquizeiro - Barras (PI)","83.8"
"Matadouro - Barras (PI)","83.5"
"Curujal - Barras (PI)","91.6"
"Xique Xique - Barras (PI)","84.2"
"de Fátima - Barras (PI)","87.3"
"Pedrinhas - Barras (PI)","72.8"
"Santinho - Barras (PI)","75.5"
"Vila França - Barras (PI)","72.5"
"Galdinal - Barras (PI)","71.6"
"São Cristóvão - Barras (PI)","74.3"
"Floresta - Barras (PI)","77.6"
"Residencial São Francisco - Barras (PI)","83.9"
"Centro - Bom Jesus (PI)","94.8"
"Miramar - Bom Jesus (PI)","89.4"
"Rodoviária - Bom Jesus (PI)","90.9"
"Morro do Frei - Bom Jesus (PI)","80.5"
"São Pedro - Bom Jesus (PI)","85.5"
"Penitenciária - Bom Jesus (PI)","87.8"
"Aeroporto - Bom Jesus (PI)","89.1"
"Hugo Piauilino - Bom Jesus (PI)","79.8"
"Josué Parente - Bom Jesus (PI)","91.4"
"Vicente Brandão - Bom Jesus (PI)","84.0"
"Centro - Campo Maior (PI)","93.3"
"Nossa Senhora de Lourdes - Campo Maior (PI)","91.6"
"São João - Campo Maior (PI)","78.5"
"Recreio - Campo Maior (PI)","85.6"
"Santa Rita - Campo Maior (PI)","75.3"
"Flores - Campo Maior (PI)","73.2"
"Evereste - Campo Maior (PI)","78.1"
"Alto da Olaria - Campo Maior (PI)","70.4"
"Califórnia - Campo Maior (PI)","75.8"
"Cariri - Campo Maior (PI)","74.4"
"Santa Izabel - Campo Maior (PI)","X"
"Matadouro - Campo Maior (PI)","78.4"
"Estação - Campo Maior (PI)","83.4"
"Paulo VI - Campo Maior (PI)","78.6"
"Santa Cruz - Campo Maior (PI)","76.5"
"Fripisa - Campo Maior (PI)","85.8"
"Parque das Estrelas - Campo Maior (PI)","88.2"
"Nossa Senhora de Fátima - Campo Maior (PI)","87.5"
"Mucuripe - Campo Maior (PI)","93.7"
"Cidade Nova - Campo Maior (PI)","83.1"
"São Luis - Campo Maior (PI)","88.7"
"Centro - Cocal (PI)","87.9"
"Santa Luzia - Cocal (PI)","78.1"
"Dos Ulisses - Cocal (PI)","63.5"
"São Francisco - Cocal (PI)","75.2"
"São Pedro - Cocal (PI)","73.4"
"José da Cunha Frota - Cocal (PI)","75.9"
"Santa Teresinha - Cocal (PI)","64.2"
"Nova Corrente - Corrente (PI)","87.7"
"Centro - Elesbão Veloso (PI)","82.1"
"Volta - Elesbão Veloso (PI)","71.2"
"Matias - Elesbão Veloso (PI)","69.0"
"Matadouro - Elesbão Veloso (PI)","61.1"
"Sambaíba - Elesbão Veloso (PI)","62.7"
"Santa Clara - Elesbão Veloso (PI)","62.2"
"Várzea Alegre - Elesbão Veloso (PI)","74.2"
"Fátima - Elesbão Veloso (PI)","72.4"
"Eufrasino Moura - Elesbão Veloso (PI)","89.0"
"Vermelha - Elesbão Veloso (PI)","81.1"
"Piçarra - Elesbão Veloso (PI)","58.2"
"Do Fio - Elesbão Veloso (PI)","70.3"
"Cirino - Elesbão Veloso (PI)","58.0"
"Capitão Mundoco - Elesbão Veloso (PI)","58.4"
"Grota do Feijão - Elesbão Veloso (PI)","68.6"
"Centro - Floriano (PI)","96.2"
"Bosque Santa Teresinha - Floriano (PI)","87.5"
"Ibiapaba - Floriano (PI)","87.2"
"Sambaíba Velha - Floriano (PI)","93.5"
"Sambaíba Nova - Floriano (PI)","89.3"
"Cancela - Floriano (PI)","90.3"
"Catumbi - Floriano (PI)","90.8"
"Curador - Floriano (PI)","85.0"
"Pau Ferrado - Floriano (PI)","90.1"
"Caixa D'Água - Floriano (PI)","94.3"
"Manguinha - Floriano (PI)","93.9"
"Irapuã I - Floriano (PI)","96.5"
"Malária - Floriano (PI)","89.1"
"Matadouro - Floriano (PI)","86.3"
"Juá - Floriano (PI)","85.2"
"Alto da Cruz - Floriano (PI)","90.8"
"Riacho Fundo - Floriano (PI)","73.7"
"Planalto Sambaíba - Floriano (PI)","94.2"
"Vila Leão - Floriano (PI)","89.1"
"Canoas - Floriano (PI)","76.0"
"Bom Lugar - Floriano (PI)","86.0"
"Tiberão - Floriano (PI)","86.4"
"Curtume - Floriano (PI)","85.7"
"Nossa Senhora da Guia - Floriano (PI)","80.2"
"Alto da Guia - Floriano (PI)","83.7"
"Santa Rita - Floriano (PI)","X"
"Viazul - Floriano (PI)","92.6"
"Tamboril - Floriano (PI)","85.9"
"São Borja - Floriano (PI)","88.7"
"Meladão - Floriano (PI)","78.5"
"Campo Velho - Floriano (PI)","92.3"
"Morro do Tiro - Floriano (PI)","82.2"
"Hermes Pacheco - Floriano (PI)","95.7"
"Paraíso - Floriano (PI)","98.2"
"Pedro Simplício - Floriano (PI)","95.4"
"Rede Nova - Floriano (PI)","79.5"
"Taboca - Floriano (PI)","87.5"
"Irapuã II - Floriano (PI)","89.9"
"Centro - Ilha Grande (PI)","79.6"
"São Vicente de Paula - Ilha Grande (PI)","72.9"
"Baixão - Ilha Grande (PI)","81.2"
"Cal - Ilha Grande (PI)","71.2"
"Tatus - Ilha Grande (PI)","72.1"
"Centro - Luís Correia (PI)","92.2"
"Triângulo - Luís Correia (PI)","79.2"
"Beira Mar - Luís Correia (PI)","81.0"
"Cemitério - Luís Correia (PI)","78.3"
"Santa Luzia - Luís Correia (PI)","78.4"
"Alto Bonito - Luís Correia (PI)","85.9"
"Cearazinho - Luís Correia (PI)","83.2"
"Atalaia - Luís Correia (PI)","74.1"
"Dunas - Luís Correia (PI)","84.4"
"Alto do Murici - Luís Correia (PI)","79.2"
"Coqueiro - Luís Correia (PI)","81.5"
"Vista do Atlântico - Luís Correia (PI)","68.4"
"Centro - Parnaíba (PI)","98.2"
"Nova Parnaíba - Parnaíba (PI)","91.4"
"São José - Parnaíba (PI)","90.5"
"Mendonça Clark - Parnaíba (PI)","82.7"
"Santa Isabel - Parnaíba (PI)","77.9"
"Do Carmo - Parnaíba (PI)","92.2"
"Cantagalo - Parnaíba (PI)","94.4"
"De Fátima - Parnaíba (PI)","94.5"
"Campos - Parnaíba (PI)","94.3"
"São Francisco da Guarita - Parnaíba (PI)","87.9"
"Bebedouro - Parnaíba (PI)","81.7"
"Tabuleiro - Parnaíba (PI)","80.5"
"Pindorama - Parnaíba (PI)","88.0"
"Ceará - Parnaíba (PI)","89.6"
"Santa Luzia - Parnaíba (PI)","79.0"
"São Vicente de Paula - Parnaíba (PI)","80.4"
"Igaraçu - Parnaíba (PI)","79.3"
"São Judas Tadeu - Parnaíba (PI)","87.6"
"Reis Veloso - Parnaíba (PI)","95.0"
"João XXIII - Parnaíba (PI)","78.9"
"Frei Higino - Parnaíba (PI)","82.5"
"Piauí - Parnaíba (PI)","85.1"
"Boa Esperança - Parnaíba (PI)","94.9"
"Dirceu Arcoverde - Parnaíba (PI)","89.9"
"Rodoviária - Parnaíba (PI)","88.7"
"Primavera - Parnaíba (PI)","80.1"
"Alto Santa Maria - Parnaíba (PI)","77.2"
"Sabiazal - Parnaíba (PI)","69.6"
"São Benedito - Parnaíba (PI)","91.4"
"Centro - Paulistana (PI)","93.1"
"Guarita - Paulistana (PI)","81.5"
"Correnteza - Paulistana (PI)","85.5"
"Paulista Grande - Paulistana (PI)","86.4"
"Arapiraca - Paulistana (PI)","71.9"
"Industrial - Paulistana (PI)","75.9"
"Santo Antônio - Paulistana (PI)","74.4"
"Jardim Paulistana - Paulistana (PI)","92.0"
"São Francisco - Paulistana (PI)","72.1"
"Boa Vista - Paulistana (PI)","69.0"
"Triângulo - Paulistana (PI)","80.2"
"Choró - Paulistana (PI)","81.7"
"Estação - Paulistana (PI)","92.2"
"Lagoa - Paulistana (PI)","88.1"
"Sertanejo - Paulistana (PI)","89.4"
"Cohab - Paulistana (PI)","83.0"
"Centro - Picos (PI)","89.6"
"Boa Sorte - Picos (PI)","89.6"
"Catavento - Picos (PI)","86.2"
"Trizidela - Picos (PI)","79.1"
"Malva - Picos (PI)","94.5"
"De Fátima - Picos (PI)","91.8"
"Paroquial - Picos (PI)","81.1"
"Aerolândia - Picos (PI)","93.6"
"Bomba - Picos (PI)","93.3"
"Ipueiras - Picos (PI)","90.5"
"Dner - Picos (PI)","85.6"
"Parque de Exposição - Picos (PI)","77.5"
"Passagem das Pedras - Picos (PI)","91.6"
"Boa Vista - Picos (PI)","80.9"
"Canto da Várzea - Picos (PI)","96.0"
"Bela Vista - Picos (PI)","90.7"
"São José - Picos (PI)","85.5"
"Morada do Sol - Picos (PI)","77.6"
"Pedrinhas - Picos (PI)","86.3"
"Junco - Picos (PI)","89.1"
"Aroeiras - Picos (PI)","78.8"
"Altamira - Picos (PI)","77.8"
"Jardim Natal - Picos (PI)","95.8"
"Conduru - Picos (PI)","86.4"
"Marco de Sousa - Picos (PI)","77.6"
"Parque Industrial (Pantanal) - Picos (PI)","90.6"
"Paraibinha - Picos (PI)","86.9"
"Centro - Piripiri (PI)","92.0"
"Caixa D'Água - Piripiri (PI)","80.0"
"Morro da Saudade - Piripiri (PI)","93.9"
"Morro da Ana - Piripiri (PI)","85.2"
"Garibaldi - Piripiri (PI)","85.2"
"Fonte dos Matos - Piripiri (PI)","84.3"
"Paciência - Piripiri (PI)","82.1"
"Barcelona - Piripiri (PI)","83.7"
"Germano - Piripiri (PI)","72.1"
"Flor dos Campos - Piripiri (PI)","71.8"
"Ytacoatiara - Piripiri (PI)","84.7"
"Estação - Piripiri (PI)","82.8"
"Matadouro - Piripiri (PI)","78.6"
"Floresta - Piripiri (PI)","78.0"
"Anajás - Piripiri (PI)","71.3"
"Recreio - Piripiri (PI)","79.1"
"São João - Piripiri (PI)","71.5"
"Petecas - Piripiri (PI)","70.5"
"Crioli - Piripiri (PI)","65.4"
"Conceição - Piripiri (PI)","81.4"
"Prado - Piripiri (PI)","74.9"
"Russinha - Piripiri (PI)","90.4"
"Conjunto Expedito Rezende - Piripiri (PI)","90.2"
"Vista Alegre - Piripiri (PI)","72.5"
"Santa Maria - Piripiri (PI)","71.8"
"Centro - Ribeiro Gonçalves (PI)","90.7"
"Serrinha - Ribeiro Gonçalves (PI)","75.7"
"Vila Nova - Ribeiro Gonçalves (PI)","80.5"
"Bela Vista - Ribeiro Gonçalves (PI)","85.2"
"Barreiras - Ribeiro Gonçalves (PI)","78.7"
"Centro - São Félix do Piauí (PI)","81.8"
"Olho d'Água de São Félix - São Félix do Piauí (PI)","76.9"
"Clube do Vaqueiro - São Félix do Piauí (PI)","72.7"
"São Sebastião - São Félix do Piauí (PI)","72.1"
"Santa Teresinha - São Félix do Piauí (PI)","70.9"
"Areia Branca - São Félix do Piauí (PI)","51.6"
"Ingá - São Félix do Piauí (PI)","74.3"
"Alto Vermelho - São Félix do Piauí (PI)","67.6"
"Santo Antônio - São Félix do Piauí (PI)","80.5"
"Conjunto Afonso Veim - São Félix do Piauí (PI)","77.5"
"São Francisco - Simplício Mendes (PI)","75.5"
"Nova Cidade - Simplício Mendes (PI)","85.1"
"Por Enquanto - Teresina (PI)","94.6"
"Alto Alegre - Teresina (PI)","89.7"
"Piçarra - Teresina (PI)","94.9"
"Alvorada - Teresina (PI)","88.4"
"Pio XII - Teresina (PI)","95.7"
"Aeroporto - Teresina (PI)","94.5"
"Redenção - Teresina (PI)","90.9"
"Acarapé - Teresina (PI)","98.1"
"São Pedro - Teresina (PI)","91.7"
"Buenos Aires - Teresina (PI)","91.4"
